track_id,cluster,genre
670,6,Hip-Hop
671,4,Hip-Hop
672,1,Hip-Hop
673,6,Hip-Hop
674,6,Hip-Hop
675,2,Hip-Hop
676,1,Hip-Hop
677,6,Hip-Hop
678,6,Hip-Hop
679,6,Hip-Hop
680,4,Hip-Hop
681,1,Hip-Hop
682,1,Hip-Hop
683,4,Hip-Hop
684,4,Hip-Hop
685,4,Hip-Hop
686,6,Hip-Hop
687,2,Hip-Hop
688,1,Hip-Hop
689,1,Hip-Hop
690,1,Rock
691,2,Rock
692,4,Rock
693,1,Rock
694,1,Hip-Hop
695,4,Hip-Hop
696,1,Rock
697,2,Rock
698,1,Rock
699,4,Rock
700,1,Rock
701,4,Rock
702,6,Rock
703,1,Rock
704,1,International
705,1,International
706,1,International
707,1,International
708,4,International
709,6,International
711,6,Rock
712,4,Rock
713,4,Rock
714,4,Folk
715,1,Folk
716,4,Folk
717,2,Folk
718,1,Folk
719,1,Rock
720,4,Rock
721,6,Rock
722,1,Rock
723,4,Rock
725,4,Experimental
726,2,Experimental
727,1,Experimental
728,0,Experimental
729,2,Experimental
730,0,Experimental
731,2,Experimental
734,0,Soul-RnB
735,0,Soul-RnB
736,0,Soul-RnB
737,1,Soul-RnB
738,0,Soul-RnB
739,0,Soul-RnB
740,2,Soul-RnB
741,2,Soul-RnB
742,0,Soul-RnB
743,2,Soul-RnB
744,2,Soul-RnB
745,2,Soul-RnB
747,2,Soul-RnB
748,2,Soul-RnB
749,2,Soul-RnB
750,1,Soul-RnB
751,0,Soul-RnB
752,2,Soul-RnB
753,4,Soul-RnB
754,2,Soul-RnB
755,2,Soul-RnB
756,2,Soul-RnB
757,2,Soul-RnB
758,2,Soul-RnB
759,2,Soul-RnB
760,2,Soul-RnB
761,4,Soul-RnB
762,2,Soul-RnB
763,6,Soul-RnB
764,4,Soul-RnB
765,1,Soul-RnB
766,6,Soul-RnB
767,2,Soul-RnB
768,2,Soul-RnB
769,2,Soul-RnB
770,0,Soul-RnB
771,1,Soul-RnB
772,2,Soul-RnB
773,4,Soul-RnB
774,4,Soul-RnB
775,4,Soul-RnB
776,4,Soul-RnB
777,6,Rock
778,6,Rock
779,6,Rock
780,0,Rock
781,1,Rock
782,2,Rock
783,2,Rock
784,1,Rock
785,4,Rock
786,4,Rock
787,2,Rock
788,4,Rock
789,4,Rock
790,1,Rock
791,1,Rock
792,2,Rock
793,1,Rock
794,6,Rock
795,4,Rock
796,2,Rock
797,2,Rock
798,2,Rock
799,2,Experimental
800,2,Experimental
801,2,Experimental
803,4,Rock
804,0,Rock
805,0,Rock
806,4,Rock
807,2,Rock
814,4,Folk
815,1,Experimental
816,2,Experimental
817,4,Experimental
818,2,Experimental
819,6,Experimental
820,1,Experimental
821,1,Pop
822,4,Pop
823,4,Pop
824,2,Rock
825,2,Rock
826,1,Rock
827,4,Rock
828,1,Rock
829,2,Rock
830,2,Rock
831,2,Jazz
832,2,Jazz
833,2,Jazz
834,2,Jazz
835,1,Jazz
836,1,Rock
837,1,Rock
838,2,Rock
839,4,Rock
840,2,Rock
841,2,Rock
842,2,Rock
843,2,Rock
844,5,Rock
845,2,Rock
846,0,Rock
847,1,Pop
850,1,Rock
851,4,Rock
852,2,Rock
853,2,International
854,2,Experimental
855,2,Rock
856,1,Rock
857,2,Rock
858,4,Rock
859,6,Rock
860,2,Rock
861,2,Rock
862,6,Rock
863,2,Rock
864,1,Experimental
866,1,Experimental
868,2,Experimental
869,1,Experimental
870,2,Experimental
874,2,Electronic
875,2,Electronic
876,1,Electronic
877,2,Electronic
878,6,Electronic
879,6,Electronic
880,4,Electronic
881,6,Electronic
882,6,Electronic
883,2,Electronic
885,1,Electronic
886,2,Electronic
887,1,Electronic
888,2,Electronic
889,2,Electronic
890,1,Folk
891,2,Folk
892,2,Folk
893,1,Folk
894,1,Folk
895,2,Folk
896,4,Rock
897,2,Experimental
898,2,Experimental
899,2,Experimental
904,4,Spoken
905,1,Spoken
906,1,Spoken
907,2,Spoken
908,2,Spoken
909,6,Spoken
910,2,Spoken
911,6,Spoken
912,2,Spoken
913,1,Spoken
914,1,Spoken
915,1,Spoken
916,2,Spoken
917,2,Spoken
918,1,Spoken
919,2,Spoken
920,1,Spoken
921,1,Spoken
922,6,Spoken
923,1,Spoken
924,1,Spoken
925,1,Spoken
926,6,Spoken
927,2,Spoken
928,2,Spoken
929,2,Spoken
930,2,Spoken
931,1,Spoken
932,6,Spoken
933,1,Spoken
934,1,Spoken
935,6,Spoken
936,1,Spoken
937,6,Spoken
938,5,Spoken
939,4,Spoken
940,4,Spoken
941,1,Spoken
942,6,Spoken
943,4,Spoken
944,4,Spoken
945,6,Spoken
946,1,Spoken
947,2,Spoken
948,1,Spoken
949,6,Spoken
950,2,Spoken
951,5,Spoken
952,1,Spoken
953,1,Spoken
954,0,Spoken
955,1,Spoken
956,1,Spoken
957,1,Spoken
958,6,Spoken
959,1,Spoken
960,6,Spoken
961,0,Spoken
962,0,Spoken
963,0,Spoken
964,1,Spoken
965,6,Spoken
966,2,Spoken
967,4,Spoken
968,2,Spoken
969,2,Spoken
970,2,Spoken
971,4,Spoken
972,4,Spoken
973,4,Spoken
974,4,Spoken
975,4,Spoken
976,4,Spoken
977,4,Spoken
978,2,Experimental
979,1,Experimental
980,2,Experimental
981,4,Experimental
982,4,Experimental
983,2,Experimental
984,4,Experimental
985,1,Experimental
986,2,Experimental
987,4,Experimental
988,1,Experimental
989,2,Experimental
990,1,Experimental
991,4,Rock
992,2,Rock
993,4,Rock
995,2,Experimental
996,2,Experimental
997,2,Experimental
998,0,Experimental
999,2,Experimental
1000,2,Experimental
1001,1,Experimental
1002,1,Experimental
1003,1,Experimental
1004,1,Experimental
1006,1,Experimental
1007,4,Rock
1009,4,Rock
1013,1,Rock
1014,2,Rock
1015,2,Rock
1016,6,Rock
1017,4,Rock
1018,1,Rock
1019,2,Experimental
1020,1,Jazz
1021,2,Jazz
1022,2,Jazz
1023,2,Jazz
1024,2,Rock
1025,2,Rock
1026,4,Rock
1027,1,Rock
1028,6,Rock
1029,1,Rock
1030,6,Rock
1031,6,Rock
1032,4,Rock
1033,4,Rock
1034,5,Spoken
1035,4,Experimental
1036,1,Experimental
1037,2,Experimental
1038,6,Experimental
1039,1,Rock
1040,6,Rock
1041,1,Rock
1042,1,Blues
1043,6,Blues
1044,2,Blues
1045,5,Blues
1046,6,Blues
1047,1,Blues
1048,6,Blues
1049,6,Rock
1050,4,Rock
1051,1,Pop
1052,5,Rock
1058,6,Jazz
1059,2,Jazz
1060,5,Jazz
1061,4,Jazz
1062,6,Jazz
1063,6,Jazz
1064,1,Jazz
1066,1,Experimental
1067,1,Experimental
1068,1,Experimental
1069,2,Experimental
1070,2,Experimental
1071,1,Experimental
1072,0,Experimental
1073,2,Experimental
1074,4,Experimental
1075,2,Experimental
1077,2,Rock
1078,4,Rock
1079,0,Rock
1080,2,Rock
1081,2,Rock
1082,0,International
1083,2,Experimental
1084,2,Electronic
1085,2,Electronic
1086,2,Electronic
1087,2,Rock
1088,2,Electronic
1089,2,Electronic
1090,2,Electronic
1091,2,Electronic
1092,2,Experimental
1093,2,Experimental
1094,2,Experimental
1095,2,Experimental
1096,1,Experimental
1097,2,Experimental
1098,2,Experimental
1099,6,Experimental
1100,2,Experimental
1101,2,Experimental
1102,6,Rock
1105,0,Rock
1106,5,Rock
1107,4,Rock
1108,2,Rock
1110,2,Experimental
1111,2,Experimental
1113,2,Experimental
1116,1,Rock
1117,2,Rock
1118,1,Rock
1119,2,Rock
1120,2,Electronic
1121,1,Electronic
1122,1,Electronic
1123,2,Rock
1124,2,Rock
1125,0,Rock
1126,0,Rock
1127,2,Rock
1128,2,Rock
1129,4,Rock
1130,0,Rock
1131,0,Rock
1133,2,Rock
1135,0,Rock
1136,4,Rock
1138,1,Rock
1140,2,Rock
1141,6,Rock
1142,6,Rock
1143,6,Rock
1144,4,Rock
1145,1,Rock
1146,6,Rock
1147,2,Rock
1148,4,Rock
1149,1,Rock
1150,4,Rock
1151,2,Jazz
1152,2,Jazz
1153,5,Jazz
1154,2,Jazz
1155,2,Jazz
1156,1,Rock
1157,1,Rock
1158,1,Rock
1159,1,Rock
1160,4,Rock
1161,6,Rock
1162,6,Rock
1163,6,Rock
1164,1,Rock
1165,1,Rock
1166,4,Rock
1167,6,Rock
1168,6,Rock
1169,1,Rock
1170,1,Rock
1171,6,Rock
1172,6,Rock
1173,6,Rock
1174,6,Rock
1175,6,Rock
1176,6,Rock
1177,6,Rock
1178,6,Rock
1179,4,Rock
1180,6,Rock
1181,4,Rock
1182,1,Rock
1183,1,Rock
1184,2,Rock
1185,2,Rock
1186,2,Rock
1187,2,Rock
1188,5,Rock
1189,0,Rock
1190,0,Rock
1191,2,Rock
1192,2,Rock
1193,4,Folk
1194,2,Folk
1195,4,Folk
1196,4,Folk
1197,4,Folk
1198,4,Folk
1199,2,Folk
1201,4,Rock
1202,4,Rock
1203,4,Rock
1204,1,Rock
1205,4,Experimental
1206,1,Experimental
1207,6,Experimental
1208,1,Experimental
1209,1,Experimental
1210,5,Experimental
1211,6,Experimental
1212,1,Experimental
1214,1,Electronic
1218,0,Electronic
1221,1,Electronic
1224,6,Electronic
1240,2,Rock
1241,0,Experimental
1242,0,Experimental
1243,1,Experimental
1244,1,Experimental
1245,1,Experimental
1246,0,Experimental
1247,2,Experimental
1248,0,Experimental
1249,1,Experimental
1250,1,Experimental
1251,0,Experimental
1252,0,Experimental
1253,1,Experimental
1254,0,Experimental
1255,2,Experimental
1256,2,Experimental
1257,1,Experimental
1258,2,Experimental
1259,2,Experimental
1260,2,Experimental
1261,2,Experimental
1262,2,Experimental
1263,2,Experimental
1264,2,Experimental
1265,2,Experimental
1266,4,Experimental
1267,2,Experimental
1268,2,Experimental
1269,2,Experimental
1270,2,Rock
1271,2,Rock
1272,2,Rock
1273,2,Rock
1274,2,Rock
1275,2,Rock
1276,2,Experimental
1277,2,Experimental
1278,2,Experimental
1279,2,Rock
1280,2,Rock
1281,2,Rock
1282,2,Rock
1283,2,Rock
1284,2,Rock
1285,0,Rock
1286,0,Rock
1287,1,Rock
1288,1,Rock
1289,0,Rock
1290,5,Rock
1291,5,Rock
1292,5,Rock
1293,5,Rock
1294,1,Rock
1295,2,Rock
1296,0,Rock
1297,2,Rock
1298,4,Rock
1299,2,Rock
1300,4,Rock
1301,4,Rock
1302,2,Electronic
1303,4,Folk
1304,2,Electronic
1305,4,Electronic
1306,2,Electronic
1307,1,Electronic
1308,2,Folk
1309,2,Electronic
1310,2,Electronic
1311,2,Folk
1312,1,Electronic
1313,2,Folk
1314,2,Electronic
1315,1,Electronic
1316,2,Electronic
1317,2,Folk
1318,2,Electronic
1319,6,Electronic
1320,1,Electronic
1321,4,Electronic
1322,1,Folk
1323,6,Electronic
1324,0,Electronic
1325,1,Electronic
1326,0,Folk
1327,1,Electronic
1328,0,Electronic
1329,0,Folk
1330,0,Electronic
1331,1,Electronic
1332,6,Electronic
1333,4,Electronic
1334,4,Electronic
1335,1,Electronic
1336,6,Electronic
1337,6,Electronic
1338,6,Electronic
1339,6,Electronic
1340,6,Electronic
1341,6,Folk
1342,6,Folk
1343,6,Experimental
1344,6,Experimental
1345,6,Experimental
1346,6,Experimental
1347,1,Experimental
1348,1,Experimental
1354,2,Rock
1355,1,Experimental
1356,6,Rock
1357,1,Rock
1358,6,Rock
1359,1,Rock
1360,6,Rock
1361,6,Rock
1362,6,Rock
1363,1,Rock
1364,2,Rock
1365,1,Rock
1366,1,Rock
1367,2,Rock
1368,2,Rock
1369,2,Rock
1370,2,Rock
1371,2,Rock
1372,4,Rock
1373,2,Rock
1374,2,Rock
1375,2,Rock
1376,2,Rock
1377,4,Rock
1378,4,Rock
1380,2,Rock
1381,2,Rock
1382,2,Rock
1383,1,Rock
1412,1,Rock
1413,1,Rock
1414,1,Rock
1415,1,Rock
1416,6,Rock
1417,1,Rock
1418,6,Rock
1419,2,Rock
1420,2,Rock
1421,2,Rock
1422,2,Rock
1423,2,Rock
1424,2,Rock
1425,2,Rock
1426,2,Rock
1427,2,Rock
1428,0,Electronic
1430,1,Electronic
1431,1,Electronic
1432,2,Electronic
1433,1,Electronic
1434,1,Electronic
1435,2,Electronic
1436,2,Electronic
1437,2,Electronic
1438,2,Electronic
1439,2,Electronic
1441,1,Electronic
1442,2,Electronic
1443,1,Experimental
1444,4,Experimental
1450,2,Rock
1451,1,Rock
1474,1,Rock
1475,1,Rock
1476,1,Electronic
1477,4,Electronic
1478,2,Electronic
1479,2,Electronic
1480,1,Electronic
1481,2,Electronic
1482,1,Electronic
1483,6,Electronic
1484,1,Electronic
1485,2,Electronic
1486,2,Electronic
1487,4,Electronic
1488,4,Electronic
1489,2,Electronic
1490,4,Rock
1491,2,Rock
1492,2,Rock
1494,4,Experimental
1495,0,Experimental
1496,4,Experimental
1497,2,Experimental
1498,4,Experimental
1499,2,Experimental
1500,0,Experimental
1501,4,Experimental
1502,0,Experimental
1503,2,Experimental
1504,2,Experimental
1505,2,Experimental
1506,0,Experimental
1507,2,Experimental
1508,2,Experimental
1509,1,Experimental
1510,2,Experimental
1511,2,Experimental
1512,1,Experimental
1513,1,Experimental
1514,0,Experimental
1515,2,Rock
1516,1,Rock
1517,1,Experimental
1518,6,Rock
1519,6,Rock
1520,1,Rock
1521,1,Rock
1522,2,Rock
1523,1,Rock
1524,4,Rock
1525,1,Rock
1526,2,Rock
1527,6,Rock
1528,6,Rock
1529,1,Rock
1530,4,Rock
1531,1,Rock
1532,2,Rock
1533,1,Rock
1534,1,Rock
1535,1,Rock
1536,2,Rock
1537,1,Experimental
1538,1,Experimental
1539,2,Experimental
1540,1,Folk
1541,1,Folk
1542,2,Folk
1543,1,Folk
1544,1,Folk
1545,1,Folk
1546,2,Folk
1547,0,Electronic
1548,4,Electronic
1549,2,Electronic
1550,1,Electronic
1551,5,Electronic
1552,1,Electronic
1553,0,Electronic
1554,2,Electronic
1555,6,Electronic
1556,0,Electronic
1557,2,Experimental
1558,2,Experimental
1559,2,Experimental
1560,2,Experimental
1561,2,Experimental
1562,2,Experimental
1563,2,Experimental
1564,2,Experimental
1565,2,Experimental
1566,1,Experimental
1567,1,Experimental
1568,1,Experimental
1569,2,Experimental
1570,1,Experimental
1572,2,Experimental
1573,1,Experimental
1576,2,Experimental
1577,1,Experimental
1578,1,Experimental
1579,1,Experimental
1580,1,Experimental
1581,4,Experimental
1582,6,Experimental
1583,6,Experimental
1584,6,Experimental
1585,6,Experimental
1586,0,Experimental
1587,1,Experimental
1588,0,Experimental
1589,2,Experimental
1590,2,Rock
1591,1,Rock
1592,0,Rock
1593,6,Rock
1594,2,Rock
1595,1,Rock
1596,4,Rock
1597,2,Rock
1598,0,Rock
1599,1,Rock
1600,1,Rock
1601,1,Rock
1602,2,Rock
1603,4,Rock
1604,1,Rock
1605,1,Rock
1606,1,Rock
1607,1,Rock
1608,4,Rock
1609,1,Rock
1610,1,Rock
1611,1,Rock
1612,2,Rock
1613,1,Rock
1614,1,Rock
1615,2,Rock
1616,0,Rock
1617,1,Rock
1618,1,Rock
1619,1,Rock
1620,1,Experimental
1621,1,Experimental
1622,1,Experimental
1623,1,Experimental
1624,1,Experimental
1625,1,Experimental
1626,0,Experimental
1627,1,Experimental
1628,2,Experimental
1629,2,Experimental
1630,2,Experimental
1631,4,Experimental
1632,2,Experimental
1633,4,Experimental
1634,4,Electronic
1635,1,Electronic
1636,6,Electronic
1637,4,Electronic
1638,2,Electronic
1639,2,Electronic
1640,0,Electronic
1641,0,Rock
1642,4,Pop
1643,1,Pop
1644,0,Pop
1645,0,Pop
1648,2,Pop
1649,0,Pop
1652,5,Pop
1657,4,Pop
1658,2,Pop
1659,2,Pop
1660,1,Pop
1661,0,Pop
1662,2,Pop
1663,2,Pop
1664,0,Pop
1665,4,Pop
1666,4,Pop
1667,4,Experimental
1668,2,Experimental
1669,1,Experimental
1670,2,Experimental
1671,1,Experimental
1672,0,Experimental
1673,6,Experimental
1674,2,Experimental
1675,2,Electronic
1676,2,Electronic
1677,2,Electronic
1678,2,Electronic
1679,1,Electronic
1680,1,International
1681,4,International
1682,4,International
1683,6,International
1684,2,International
1685,1,International
1686,0,International
1687,1,International
1688,1,International
1689,2,International
1690,4,Rock
1691,6,Pop
1692,6,Pop
1693,6,Pop
1694,6,Rock
1695,6,Rock
1696,2,Rock
1697,2,Rock
1698,6,Folk
1699,6,Folk
1700,6,Folk
1701,1,Folk
1702,1,Folk
1703,4,Folk
1704,1,Folk
1705,2,Folk
1706,4,Rock
1707,2,Rock
1708,0,Rock
1709,6,Rock
1710,6,Rock
1711,2,Rock
1712,6,Rock
1713,6,Rock
1714,4,Rock
1715,4,Rock
1716,1,Rock
1717,0,Rock
1718,4,Rock
1719,4,Rock
1720,4,Rock
1721,4,Electronic
1722,4,Electronic
1723,4,Electronic
1725,4,Rock
1726,4,Rock
1727,2,Rock
1728,2,Rock
1730,2,Rock
1731,1,Experimental
1732,6,Experimental
1733,2,Experimental
1734,1,Experimental
1735,2,Experimental
1736,1,Experimental
1737,1,Experimental
1738,1,Experimental
1739,1,Experimental
1740,1,Rock
1741,1,Rock
1742,1,Rock
1743,1,Rock
1744,4,Rock
1745,0,Rock
1746,0,Rock
1747,0,Rock
1748,4,Rock
1749,4,Rock
1750,1,Rock
1751,1,Rock
1752,2,Rock
1753,1,Rock
1754,2,Rock
1755,4,Rock
1756,1,Rock
1757,4,Rock
1759,1,Folk
1761,4,Folk
1763,4,Folk
1765,4,Folk
1767,4,Folk
1768,1,Folk
1770,6,Rock
1771,1,Rock
1772,6,Rock
1773,1,Rock
1780,6,Rock
1781,1,Rock
1782,6,Rock
1783,6,Rock
1784,1,Rock
1785,1,Rock
1786,1,Rock
1787,1,Rock
1788,2,Rock
1789,1,Rock
1790,6,Rock
1791,6,Rock
1792,1,Rock
1793,1,Rock
1794,0,Rock
1795,1,Rock
1796,6,Rock
1797,4,Rock
1798,2,Rock
1799,4,Rock
1800,4,Rock
1801,4,Rock
1802,4,Rock
1803,4,Rock
1804,1,Rock
1805,6,Rock
1806,4,Rock
1807,1,Rock
1808,6,Rock
1809,1,Rock
1810,6,Rock
1811,6,Rock
1812,6,Rock
1813,1,Rock
1814,2,Rock
1815,1,Rock
1816,2,Rock
1817,2,Rock
1818,1,Rock
1819,1,Rock
1820,1,Rock
1821,1,Rock
1822,1,Rock
1823,1,Rock
1824,2,Rock
1825,1,Rock
1826,1,Rock
1827,1,Rock
1828,1,Rock
1829,1,Rock
1830,6,Rock
1831,1,Rock
1832,6,Rock
1833,1,Rock
1834,1,Rock
1835,1,Rock
1836,6,Rock
1837,6,Rock
1840,1,Pop
1841,6,Pop
1842,1,Pop
1843,1,Pop
1844,1,Pop
1860,6,Rock
1861,6,Rock
1863,6,Electronic
1864,6,Electronic
1866,4,Electronic
1868,2,Electronic
1870,2,Electronic
1872,2,Electronic
1874,1,Electronic
1875,1,Electronic
1876,2,Electronic
1877,1,Electronic
1878,1,Electronic
1879,1,Electronic
1880,6,Electronic
1881,6,Electronic
1882,6,Rock
1883,6,Rock
1884,1,Rock
1885,6,Rock
1886,6,Rock
1887,6,Rock
1888,6,Rock
1889,4,Rock
1890,6,Rock
1891,4,Rock
1893,2,Folk
1894,4,Folk
1895,2,Folk
1896,2,Folk
1898,1,Rock
1899,4,Rock
1900,2,Rock
1901,2,Rock
1902,1,Rock
1909,6,Folk
1910,1,Experimental
1911,1,Experimental
1912,4,Experimental
1913,2,Folk
1914,2,Folk
1915,1,Folk
1916,4,Folk
1917,1,Folk
1918,6,Folk
1919,6,Folk
1920,6,Folk
1921,6,Folk
1922,1,Folk
1923,1,Folk
1924,1,Folk
1925,1,Folk
1926,1,Folk
1927,1,Folk
1928,2,Folk
1929,1,Experimental
1930,6,Rock
1931,1,Experimental
1932,1,Experimental
1933,1,Experimental
1934,2,Experimental
1935,1,Experimental
1936,1,Experimental
1937,2,Experimental
1938,1,Experimental
1939,1,Experimental
1940,1,Rock
1941,1,Rock
1942,4,Rock
1943,0,Rock
1944,6,Rock
1945,1,Rock
1946,6,Rock
1947,1,Rock
1948,6,Rock
1949,2,Rock
1950,2,Rock
1951,0,Rock
1952,2,Rock
1953,2,Rock
1954,2,Rock
1955,1,Rock
1956,1,Rock
1957,6,Rock
1958,1,Rock
1959,1,Rock
1960,1,Rock
1961,1,Rock
1962,1,Rock
1963,1,Jazz
1964,1,Jazz
1965,6,Jazz
1966,4,Jazz
1967,1,Jazz
1968,1,Experimental
1969,1,Experimental
1970,1,Experimental
1971,1,Experimental
1972,1,Experimental
1973,4,Experimental
1974,4,Experimental
1975,2,Electronic
1976,2,Electronic
1977,1,Electronic
1978,2,Electronic
1979,2,Experimental
1980,1,Experimental
1981,1,Experimental
1982,2,Experimental
1983,6,Rock
1984,1,Rock
1985,1,Rock
1986,2,Rock
1987,1,Rock
1988,1,Rock
1989,2,Rock
1990,2,Rock
1991,1,Rock
1992,1,Rock
1993,2,Rock
1994,1,Rock
1995,1,Rock
1996,2,Jazz
1997,2,Experimental
1998,2,Experimental
1999,1,Experimental
2000,2,Experimental
2001,1,Experimental
2002,1,Experimental
2003,2,Experimental
